"Datum";"Produktion";"El kWh";"Utomhustemperatur";"kWh - 2023-01-01  - 2023-12-31";"T(°C) - 2023-01-01  - 2023-12-31"
"2024-06-26 20:00";"0,68";"0,04";"24,6";"6,56";"13,8"
"2024-06-26 21:00";"0,000";"0,9";"23,7";"11,56";"14,1"
"2024-06-26 22:00";"0,000";"1,64";"21,8";"9,39";"17,000"
"2024-06-26 23:00";"0,000";"1,57";"20,5";"14,07";"16,8"
"2024-06-27 00:00";"0,000";"1,62";"19,9";"8,38";"16,5"
"2024-06-27 01:00";"0,000";"1,61";"19,2";"5,15";"15,8"
"2024-06-27 02:00";"0,000";"1,6";"18,5";"5,13";"15,4"
"2024-06-27 03:00";"0,000";"1,55";"15,4";"5,19";"15,000"
"2024-06-27 04:00";"0,000";"1,27";"15,7";"4,94";"14,8"
"2024-06-27 05:00";"0,000";"0,63";"16,4";"3,66";"14,7"
"2024-06-27 06:00";"0,11";"0,08";"17,4";"2,75";"14,3"
"2024-06-27 07:00";"1,66";"0,05";"18,8";"2,31";"14,5"
"2024-06-27 08:00";"6,81";"0,000";"20,1";"0,86";"15,2"
"2024-06-27 09:00";"13,2";"0,000";"22,1";"0,26";"16,1"
"2024-06-27 10:00";"20,04";"0,000";"24,2";"2,15";"16,7"
"2024-06-27 11:00";"25,64";"0,000";"26,3";"0,3";"16,8"
"2024-06-27 12:00";"29,14";"0,000";"27,4";"1,49";"16,6"
"2024-06-27 13:00";"29,44";"0,000";"28,7";"0,21";"16,5"
"2024-06-27 14:00";"31,64";"0,000";"29,3";"0,02";"16,3"
"2024-06-27 15:00";"28,83";"0,000";"29,9";"0,08";"15,6"
"2024-06-27 16:00";"18,28";"0,000";"30,2";"0,1";"16,6"
"2024-06-27 17:00";"13,46";"0,000";"29,9";"6,55";"16,9"
"2024-06-27 18:00";"10,47";"0,000";"29,6";"1,36";"17,000"
"2024-06-27 19:00";"2,97";"0,000";"28,5";"0,95";"17,1"
"2024-06-27 20:00";"0,04";"4,93";"27,8";"3,54";"15,8"
"2024-06-27 21:00";"0,000";"11,75";"26,3";"4,19";"16,3"
"2024-06-27 22:00";"0,000";"8,77";"24,7";"2,2";"16,2"
"2024-06-27 23:00";"0,000";"8,55";"23,8";"1,97";"16,1"
"2024-06-28 00:00";"0,000";"8,6";"22,7";"1,88";"15,6"
"2024-06-28 01:00";"0,000";"8,56";"20,2";"1,83";"15,1"
"2024-06-28 02:00";"0,000";"8,63";"18,9";"1,8";"14,7"
"2024-06-28 03:00";"0,000";"8,63";"18,9";"1,79";"14,4"
"2024-06-28 04:00";"0,000";"8,18";"18,8";"1,62";"14,3"
"2024-06-28 05:00";"0,000";"6,75";"18,7";"0,67";"13,4"
"2024-06-28 06:00";"0,000";"5,2";"18,8";"0,07";"13,3"
"2024-06-28 07:00";"0,000";"6,45";"19,2";"0,55";"14,5"
"2024-06-28 08:00";"0,44";"6,32";"19,9";"0,34";"15,7"
"2024-06-28 09:00";"1,12";"9,08";"21,1";"2,4";"16,4"
"2024-06-28 10:00";"6,9";"1,34";"22,3";"0,54";"18,000"
"2024-06-28 11:00";"13,39";"0,17";"23,1";"0,54";"18,7"
"2024-06-28 12:00";"1,94";"8,08";"21,4";"0,65";"19,7"
"2024-06-28 13:00";"8,88";"3,34";"20,7";"0,000";"20,5"
"2024-06-28 14:00";"3,36";"2,9";"23,8";"0,000";"20,8"
"2024-06-28 15:00";"12,52";"0,93";"21,4";"0,02";"20,9"
"2024-06-28 16:00";"14,22";"2,01";"21,8";"0,000";"21,4"
"2024-06-28 17:00";"0,18";"13,23";"22,6";"0,000";"21,9"
"2024-06-28 18:00";"2,92";"5,36";"21,1";"0,16";"22,1"
"2024-06-28 19:00";"0,56";"4,25";"21,2";"2,87";"22,1"
"2024-06-28 20:00";"0,000";"9,76";"20,5";"14,96";"21,4"
"2024-06-28 21:00";"0,000";"7,34";"19,1";"10,93";"20,4"
"2024-06-28 22:00";"0,000";"7,52";"17,3";"7,17";"18,4"
"2024-06-28 23:00";"0,000";"10,44";"16,6";"5,88";"16,8"
"2024-06-29 00:00";"0,000";"5,67";"16,7";"8,81";"14,4"
"2024-06-29 01:00";"0,000";"4,83";"16,4";"8,84";"12,9"
"2024-06-29 02:00";"0,000";"4,76";"15,6";"8,75";"12,4"
"2024-06-29 03:00";"0,000";"4,82";"15,3";"8,75";"12,6"
"2024-06-29 04:00";"0,000";"4,53";"14,9";"8,52";"12,1"
"2024-06-29 05:00";"0,000";"3,75";"14,7";"7,81";"11,2"
"2024-06-29 06:00";"0,12";"2,5";"14,8";"6,23";"10,8"
"2024-06-29 07:00";"4,3";"0,000";"15,6";"6,98";"12,4"
"2024-06-29 08:00";"9,000";"0,000";"16,3";"1,84";"15,4"
"2024-06-29 09:00";"6,46";"0,55";"17,1";"1,19";"17,7"
"2024-06-29 10:00";"13,14";"0,37";"17,4";"4,44";"18,5"
"2024-06-29 11:00";"14,96";"0,53";"18,2";"0,43";"17,2"
"2024-06-29 12:00";"20,71";"0,000";"18,9";"1,9";"18,000"
"2024-06-29 13:00";"24,06";"0,06";"19,8";"1,03";"20,000"
"2024-06-29 14:00";"13,18";"0,09";"20,4";"0,31";"20,7"
"2024-06-29 15:00";"17,97";"0,000";"20,8";"0,32";"21,4"
"2024-06-29 16:00";"20,76";"0,000";"21,1";"1,95";"20,8"
"2024-06-29 17:00";"18,95";"0,000";"21,3";"0,48";"20,8"
"2024-06-29 18:00";"14,71";"0,000";"21,1";"0,03";"20,8"
"2024-06-29 19:00";"3,35";"0,04";"20,8";"0,36";"20,3"
"2024-06-29 20:00";"0,000";"2,33";"20,5";"7,37";"19,8"
"2024-06-29 21:00";"0,000";"4,24";"19,7";"11,7";"19,5"
"2024-06-29 22:00";"0,000";"4,97";"17,4";"9,33";"18,6"
"2024-06-29 23:00";"0,000";"4,86";"16,000";"8,67";"17,6"
"2024-06-30 00:00";"0,000";"6,02";"15,2";"8,56";"17,3"
"2024-06-30 01:00";"0,000";"4,99";"15,3";"8,56";"16,4"
"2024-06-30 02:00";"0,000";"4,98";"15,2";"8,61";"15,8"
"2024-06-30 03:00";"0,000";"5,000";"15,4";"8,61";"15,7"
"2024-06-30 04:00";"0,000";"4,98";"15,7";"8,59";"15,7"
"2024-06-30 05:00";"0,000";"4,93";"15,8";"8,59";"14,4"
"2024-06-30 06:00";"0,000";"4,37";"16,000";"7,9";"13,1"
"2024-06-30 07:00";"0,000";"3,42";"15,2";"9,6";"12,5"
"2024-06-30 08:00";"0,000";"3,52";"15,5";"6,88";"14,1"
"2024-06-30 09:00";"0,000";"6,15";"15,8";"6,29";"14,9"
"2024-06-30 10:00";"0,05";"10,41";"15,7";"0,46";"15,5"
"2024-06-30 11:00";"3,31";"1,18";"16,6";"0,06";"16,6"
"2024-06-30 12:00";"4,44";"0,35";"17,6";"0,000";"17,2"
"2024-06-30 13:00";"0,01";"12,71";"16,9";"0,000";"17,8"
"2024-06-30 14:00";"1,62";"1,51";"14,5";"0,000";"17,6"
"2024-06-30 15:00";"0,5";"12,06";"14,9";"0,000";"17,7"
"2024-06-30 16:00";"0,08";"7,81";"15,4";"0,06";"18,4"
"2024-06-30 17:00";"0,66";"2,58";"15,4";"0,02";"19,5"
"2024-06-30 18:00";"2,4";"0,08";"15,5";"0,04";"19,6"
"2024-06-30 19:00";"0,22";"7,13";"15,6";"0,27";"20,1"
"2024-06-30 20:00";"0,05";"16,53";"16,000";"9,57";"19,5"
"2024-06-30 21:00";"0,000";"9,29";"16,000";"11,14";"18,4"
"2024-06-30 22:00";"0,000";"2,43";"14,8";"6,9";"17,1"
"2024-06-30 23:00";"0,000";"4,16";"13,7";"5,91";"15,8"
"2024-07-01 00:00";"0,000";"1,71";"12,7";"5,45";"14,6"
"2024-07-01 01:00";"0,000";"1,71";"12,8";"5,38";"15,4"
"2024-07-01 02:00";"0,000";"2,5";"12,1";"5,35";"15,8"
"2024-07-01 03:00";"0,000";"1,71";"12,4";"5,42";"15,8"
"2024-07-01 04:00";"0,000";"1,6";"12,000";"5,24";"14,3"
"2024-07-01 05:00";"0,1";"0,33";"11,4";"4,45";"13,2"
"2024-07-01 06:00";"0,62";"0,02";"11,7";"3,35";"13,000"
"2024-07-01 07:00";"0,55";"2,68";"12,7";"2,65";"13,7"
"2024-07-01 08:00";"5,91";"0,19";"14,8";"1,36";"13,8"
"2024-07-01 09:00";"12,87";"0,09";"15,8";"1,47";"14,7"
"2024-07-01 10:00";"12,48";"0,5";"16,4";"1,25";"13,8"
"2024-07-01 11:00";"21,45";"0,03";"17,000";"0,52";"14,9"
"2024-07-01 12:00";"22,68";"0,07";"17,5";"2,79";"15,8"
"2024-07-01 13:00";"34,88";"0,000";"18,3";"0,9";"14,7"
"2024-07-01 14:00";"13,69";"0,56";"18,7";"2,06";"15,9"
"2024-07-01 15:00";"11,78";"2,17";"18,7";"1,91";"14,7"
"2024-07-01 16:00";"13,51";"1,28";"18,5";"3,67";"14,3"
"2024-07-01 17:00";"6,87";"3,91";"19,4";"2,25";"13,2"
"2024-07-01 18:00";"0,14";"7,78";"18,6";"4,49";"12,9"
"2024-07-01 19:00";"0,36";"2,11";"17,3";"11,17";"12,9"
"2024-07-01 20:00";"0,000";"8,7";"17,8";"9,94";"12,7"
"2024-07-01 21:00";"0,000";"11,63";"17,3";"7,17";"12,5"
"2024-07-01 22:00";"0,000";"12,76";"15,4";"1,73";"12,6"
"2024-07-01 23:00";"0,000";"8,4";"14,1";"1,75";"13,000"
"2024-07-02 00:00";"0,000";"5,1";"13,8";"1,74";"13,4"
"2024-07-02 01:00";"0,000";"4,02";"14,2";"1,75";"14,1"
"2024-07-02 02:00";"0,000";"2,86";"14,000";"1,79";"14,9"
"2024-07-02 03:00";"0,000";"4,63";"12,7";"1,83";"15,1"
"2024-07-02 04:00";"0,000";"4,59";"13,000";"1,77";"14,8"
"2024-07-02 05:00";"0,000";"4,11";"13,6";"0,88";"14,7"
"2024-07-02 06:00";"0,08";"3,12";"13,8";"0,09";"14,5"
"2024-07-02 07:00";"0,25";"2,09";"13,5";"0,000";"15,000"
"2024-07-02 08:00";"0,45";"3,49";"13,5";"0,000";"15,5"
"2024-07-02 09:00";"3,61";"1,44";"13,9";"0,000";"16,1"
"2024-07-02 10:00";"8,2";"0,24";"14,5";"0,000";"16,9"
"2024-07-02 11:00";"11,47";"0,000";"15,5";"0,000";"18,000"
"2024-07-02 12:00";"5,54";"2,07";"15,2";"0,13";"18,3"
"2024-07-02 13:00";"4,19";"1,4";"15,000";"0,000";"17,1"
"2024-07-02 14:00";"5,04";"0,2";"15,000";"0,000";"17,1"
"2024-07-02 15:00";"2,4";"0,66";"15,8";"0,26";"15,9"
"2024-07-02 16:00";"0,86";"6,58";"16,3";"0,000";"16,6"
"2024-07-02 17:00";"0,03";"15,28";"16,7";"9,33";"18,1"
"2024-07-02 18:00";"0,34";"6,31";"16,3";"15,74";"16,7"
"2024-07-02 19:00";"0,000";"11,52";"15,3";"7,38";"16,3"
"2024-07-02 20:00";"0,000";"4,3";"15,4";"5,73";"15,8"
"2024-07-02 21:00";"0,000";"5,000";"15,6";"18,54";"15,7"
"2024-07-02 22:00";"0,000";"5,02";"15,3";"16,2";"15,6"
"2024-07-02 23:00";"0,000";"5,9";"14,9";"10,9";"14,9"
"2024-07-03 00:00";"0,000";"5,32";"14,3";"9,22";"14,9"
"2024-07-03 01:00";"0,000";"5,82";"14,000";"9,24";"14,5"
"2024-07-03 02:00";"0,000";"3,2";"13,9";"9,2";"14,1"
"2024-07-03 03:00";"0,000";"1,8";"13,8";"8,54";"13,6"
"2024-07-03 04:00";"0,000";"1,86";"13,7";"5,77";"13,9"
"2024-07-03 05:00";"0,000";"2,15";"13,5";"4,46";"14,000"
"2024-07-03 06:00";"0,08";"0,92";"13,000";"2,9";"14,1"
"2024-07-03 07:00";"1,15";"0,84";"13,2";"2,77";"14,5"
"2024-07-03 08:00";"1,1";"2,57";"13,4";"2,06";"14,8"
"2024-07-03 09:00";"3,97";"0,43";"13,6";"0,34";"12,3"
"2024-07-03 10:00";"3,17";"1,76";"14,2";"1,62";"15,5"
"2024-07-03 11:00";"16,81";"0,08";"14,8";"0,13";"16,6"
"2024-07-03 12:00";"9,65";"0,32";"16,6";"0,86";"17,3"
"2024-07-03 13:00";"20,82";"0,000";"17,1";"0,52";"16,3"
"2024-07-03 14:00";"26,53";"0,000";"17,7";"1,67";"14,6"
"2024-07-03 15:00";"17,23";"0,11";"17,4";"0,09";"16,4"
"2024-07-03 16:00";"19,99";"0,05";"17,3";"0,000";"17,000"
"2024-07-03 17:00";"10,44";"0,000";"17,3";"0,52";"15,4"
"2024-07-03 18:00";"5,12";"10,82";"17,3";"0,45";"15,5"
"2024-07-03 19:00";"1,61";"4,1";"17,1";"1,65";"16,4"
"2024-07-03 20:00";"0,000";"9,88";"16,5";"4,06";"16,7"
"2024-07-03 21:00";"0,000";"14,39";"15,9";"5,45";"13,3"
"2024-07-03 22:00";"0,000";"17,45";"15,4";"6,82";"12,9"
"2024-07-03 23:00";"0,000";"11,86";"14,2";"5,83";"13,4"
"2024-07-04 00:00";"0,000";"11,9";"14,3";"5,81";"13,4"
"2024-07-04 01:00";"0,000";"11,94";"14,4";"5,81";"13,4"
"2024-07-04 02:00";"0,000";"11,89";"13,6";"5,84";"13,4"
"2024-07-04 03:00";"0,000";"9,98";"12,8";"5,78";"13,8"
"2024-07-04 04:00";"0,000";"8,46";"12,6";"5,88";"12,9"
"2024-07-04 05:00";"0,000";"7,6";"12,1";"4,82";"11,3"
"2024-07-04 06:00";"0,000";"4,26";"11,8";"3,57";"11,3"
"2024-07-04 07:00";"0,04";"2,1";"12,1";"4,5";"12,7"
"2024-07-04 08:00";"1,78";"1,73";"12,7";"0,34";"12,5"
"2024-07-04 09:00";"1,64";"4,04";"14,4";"0,01";"13,7"
"2024-07-04 10:00";"6,42";"0,46";"14,3";"0,13";"15,2"
"2024-07-04 11:00";"10,85";"0,000";"15,000";"0,1";"16,2"
"2024-07-04 12:00";"0,97";"2,04";"15,000";"0,07";"15,000"
"2024-07-04 13:00";"0,05";"6,72";"13,6";"1,04";"13,5"
"2024-07-04 14:00";"0,57";"6,69";"13,2";"0,15";"14,4"
"2024-07-04 15:00";"9,34";"0,54";"13,2";"3,13";"16,8"
"2024-07-04 16:00";"17,2";"0,01";"14,7";"5,76";"15,4"
"2024-07-04 17:00";"10,48";"0,12";"16,6";"0,01";"17,000"
"2024-07-04 18:00";"8,21";"0,28";"16,8";"12,31";"17,7"
"2024-07-04 19:00";"3,8";"0,53";"16,1";"8,33";"17,2"
"2024-07-04 20:00";"0,19";"2,47";"15,7";"10,44";"16,4"
"2024-07-04 21:00";"0,000";"4,64";"14,8";"15,36";"15,6"
"2024-07-04 22:00";"0,000";"5,63";"14,000";"16,79";"14,1"
"2024-07-04 23:00";"0,000";"6,82";"12,8";"19,66";"14,7"
"2024-07-05 00:00";"0,000";"5,58";"11,3";"19,66";"14,3"
"2024-07-05 01:00";"0,000";"5,5";"12,2";"17,61";"13,7"
"2024-07-05 02:00";"0,000";"5,49";"12,3";"16,02";"13,5"
"2024-07-05 03:00";"0,000";"5,64";"12,3";"16,11";"12,9"
"2024-07-05 04:00";"0,000";"5,4";"12,000";"15,95";"12,000"
"2024-07-05 05:00";"0,000";"4,3";"12,000";"15,22";"11,5"
"2024-07-05 06:00";"0,08";"2,19";"12,2";"9,97";"10,8"
"2024-07-05 07:00";"0,25";"3,85";"13,000";"5,85";"11,7"
"2024-07-05 08:00";"0,92";"5,5";"13,8";"0,35";"14,2"
"2024-07-05 09:00";"2,28";"6,31";"12,000";"8,45";"16,4"
"2024-07-05 10:00";"0,13";"15,64";"14,4";"3,95";"16,4"
"2024-07-05 11:00";"11,07";"3,08";"12,7";"0,03";"15,8"
"2024-07-05 12:00";"8,62";"2,36";"15,000";"0,000";"17,2"
"2024-07-05 13:00";"15,34";"0,000";"17,000";"3,53";"17,2"
"2024-07-05 14:00";"21,53";"0,02";"17,1";"6,95";"16,1"
"2024-07-05 15:00";"2,59";"1,48";"16,000";"5,23";"15,6"
"2024-07-05 16:00";"10,75";"0,33";"17,1";"0,000";"16,6"
"2024-07-05 17:00";"3,79";"3,89";"17,1";"2,54";"18,5"
"2024-07-05 18:00";"7,23";"1,57";"15,9";"5,5";"19,6"
"2024-07-05 19:00";"0,000";"3,56";"16,2";"22,9";"20,000"
"2024-07-05 20:00";"0,000";"3,58";"12,9";"7,12";"19,1"
"2024-07-05 21:00";"0,000";"5,05";"13,6";"11,92";"17,7"
"2024-07-05 22:00";"0,000";"11,08";"13,7";"7,23";"17,1"
"2024-07-05 23:00";"0,000";"5,65";"13,9";"1,97";"15,8"
"2024-07-06 00:00";"0,000";"5,44";"13,7";"1,92";"15,3"
"2024-07-06 01:00";"0,000";"5,19";"13,7";"1,94";"14,9"
"2024-07-06 02:00";"0,000";"5,32";"13,2";"1,9";"14,3"
"2024-07-06 03:00";"0,000";"5,34";"13,000";"1,96";"13,1"
"2024-07-06 04:00";"0,000";"5,29";"12,4";"2,05";"13,000"
"2024-07-06 05:00";"0,000";"4,85";"12,000";"1,37";"12,4"
"2024-07-06 06:00";"0,000";"2,89";"12,8";"0,77";"12,8"
"2024-07-06 07:00";"0,55";"0,94";"13,7";"1,08";"13,5"
"2024-07-06 08:00";"2,99";"4,11";"15,1";"0,34";"13,7"
"2024-07-06 09:00";"10,64";"0,000";"16,2";"0,06";"14,1"
"2024-07-06 10:00";"17,74";"0,000";"17,1";"0,01";"15,1"
"2024-07-06 11:00";"14,81";"0,000";"18,1";"0,000";"16,1"
"2024-07-06 12:00";"22,24";"0,000";"18,1";"0,000";"16,8"
"2024-07-06 13:00";"25,71";"0,000";"20,1";"0,8";"18,1"
"2024-07-06 14:00";"25,75";"0,000";"21,5";"0,39";"18,9"
"2024-07-06 15:00";"14,29";"0,000";"23,000";"0,28";"19,9"
"2024-07-06 16:00";"13,78";"0,05";"23,5";"0,000";"18,9"
"2024-07-06 17:00";"4,34";"2,02";"23,8";"0,11";"15,4"
"2024-07-06 18:00";"2,97";"6,95";"23,7";"0,91";"16,5"
"2024-07-06 19:00";"0,000";"15,53";"23,000";"0,02";"17,8"
"2024-07-06 20:00";"0,000";"15,63";"21,8";"0,11";"17,8"
"2024-07-06 21:00";"0,000";"2,65";"20,6";"0,7";"17,8"
"2024-07-06 22:00";"0,000";"1,61";"17,9";"3,99";"15,4"
"2024-07-06 23:00";"0,000";"1,75";"17,9";"5,27";"14,1"
"2024-07-07 00:00";"0,000";"1,77";"16,8";"5,47";"13,6"
"2024-07-07 01:00";"0,000";"1,86";"15,6";"5,43";"13,000"
"2024-07-07 02:00";"0,000";"1,81";"15,1";"5,43";"12,000"
"2024-07-07 03:00";"0,000";"1,78";"14,6";"5,48";"12,3"
"2024-07-07 04:00";"0,000";"1,66";"14,2";"5,32";"12,2"
"2024-07-07 05:00";"0,000";"0,75";"14,000";"4,000";"11,4"
"2024-07-07 06:00";"0,96";"0,13";"14,2";"2,02";"12,1"
"2024-07-07 07:00";"3,21";"0,01";"14,4";"1,62";"14,000"
"2024-07-07 08:00";"5,12";"0,000";"14,9";"0,81";"15,1"
"2024-07-07 09:00";"6,3";"0,61";"15,1";"1,73";"15,8"
"2024-07-07 10:00";"8,06";"0,13";"16,3";"1,39";"17,000"
"2024-07-07 11:00";"10,4";"0,000";"17,2";"0,03";"18,1"
"2024-07-07 12:00";"18,64";"0,000";"17,7";"0,000";"18,9"
"2024-07-07 13:00";"27,02";"0,000";"18,7";"0,42";"19,4"
"2024-07-07 14:00";"24,58";"0,000";"18,7";"0,33";"19,8"
"2024-07-07 15:00";"26,95";"0,000";"18,7";"0,23";"20,1"
"2024-07-07 16:00";"16,93";"0,47";"19,1";"0,000";"20,9"
"2024-07-07 17:00";"19,11";"0,41";"19,1";"0,06";"20,7"
"2024-07-07 18:00";"2,26";"5,93";"18,7";"9,89";"20,7"
"2024-07-07 19:00";"1,98";"10,51";"18,5";"3,27";"20,9"
"2024-07-07 20:00";"0,000";"13,2";"17,6";"11,95";"20,6"
"2024-07-07 21:00";"0,000";"15,87";"16,7";"28,97";"19,3"
"2024-07-07 22:00";"0,000";"7,49";"16,3";"19,36";"17,1"
"2024-07-07 23:00";"0,000";"5,21";"14,6";"12,52";"15,2"
"2024-07-08 00:00";"0,000";"5,21";"13,3";"11,08";"13,5"
"2024-07-08 01:00";"0,000";"5,22";"13,3";"5,76";"11,7"
"2024-07-08 02:00";"0,000";"5,31";"12,9";"5,44";"10,9"
"2024-07-08 03:00";"0,000";"5,28";"13,2";"5,49";"10,2"
"2024-07-08 04:00";"0,000";"3,76";"13,4";"4,95";"9,5"
"2024-07-08 05:00";"0,000";"1,39";"13,1";"3,76";"8,8"
"2024-07-08 06:00";"0,43";"0,24";"12,9";"3,11";"9,2"
"2024-07-08 07:00";"2,41";"1,1";"13,5";"3,65";"12,7"
"2024-07-08 08:00";"6,15";"0,05";"14,9";"0,53";"16,6"
"2024-07-08 09:00";"13,15";"0,000";"15,8";"0,000";"18,2"
"2024-07-08 10:00";"12,33";"0,000";"18,1";"0,000";"20,000"
"2024-07-08 11:00";"8,16";"0,000";"18,3";"0,000";"21,3"
"2024-07-08 12:00";"8,8";"0,01";"16,9";"0,000";"22,000"
"2024-07-08 13:00";"19,37";"0,000";"15,7";"0,000";"22,5"
"2024-07-08 14:00";"25,44";"0,39";"18,7";"0,000";"23,2"
"2024-07-08 15:00";"20,7";"0,82";"20,4";"0,000";"23,8"
"2024-07-08 16:00";"18,74";"0,79";"20,2";"0,000";"24,2"
"2024-07-08 17:00";"10,000";"0,98";"20,5";"0,000";"23,9"
"2024-07-08 18:00";"5,79";"0,45";"20,2";"1,15";"24,4"
"2024-07-08 19:00";"0,28";"3,15";"19,000";"6,22";"24,2"
"2024-07-08 20:00";"0,000";"8,03";"19,000";"6,33";"23,4"
"2024-07-08 21:00";"0,000";"9,44";"17,9";"9,59";"21,8"
"2024-07-08 22:00";"0,000";"11,37";"16,3";"12,36";"19,4"
"2024-07-08 23:00";"0,000";"11,85";"15,000";"12,55";"16,9"
"2024-07-09 00:00";"0,000";"11,91";"13,2";"12,47";"15,7"
"2024-07-09 01:00";"0,000";"11,84";"11,9";"12,43";"14,3"
"2024-07-09 02:00";"0,000";"10,72";"11,8";"12,46";"12,7"
"2024-07-09 03:00";"0,000";"8,38";"11,3";"12,26";"12,7"
"2024-07-09 04:00";"0,000";"8,17";"11,000";"9,17";"12,2"
"2024-07-09 05:00";"0,000";"5,05";"10,7";"4,78";"10,5"
"2024-07-09 06:00";"0,000";"3,71";"11,4";"3,73";"9,5"
"2024-07-09 07:00";"0,11";"2,28";"13,7";"2,27";"12,9"
"2024-07-09 08:00";"4,99";"0,000";"16,9";"0,11";"17,1"
"2024-07-09 09:00";"7,71";"1,14";"18,5";"0,000";"19,3"
"2024-07-09 10:00";"2,93";"2,26";"19,3";"0,000";"21,4"
"2024-07-09 11:00";"7,42";"0,000";"19,6";"0,000";"23,1"
"2024-07-09 12:00";"14,82";"0,000";"19,6";"0,000";"23,8"
"2024-07-09 13:00";"5,58";"1,59";"20,5";"0,000";"24,4"
"2024-07-09 14:00";"1,06";"3,21";"20,5";"0,000";"25,000"
"2024-07-09 15:00";"7,41";"1,36";"19,9";"0,000";"25,6"
"2024-07-09 16:00";"7,62";"1,94";"19,8";"0,1";"25,8"
"2024-07-09 17:00";"12,01";"0,000";"20,2";"0,000";"26,5"
"2024-07-09 18:00";"2,41";"0,9";"21,000";"7,72";"26,1"
"2024-07-09 19:00";"0,72";"14,92";"20,6";"9,89";"24,5"
"2024-07-09 20:00";"0,000";"14,9";"20,2";"10,22";"22,8"
"2024-07-09 21:00";"0,000";"13,05";"19,1";"10,34";"21,2"
"2024-07-09 22:00";"0,000";"5,2";"18,2";"12,93";"19,3"
"2024-07-09 23:00";"0,000";"5,05";"17,6";"5,86";"17,4"
"2024-07-10 00:00";"0,000";"5,12";"17,5";"1,83";"17,000"
"2024-07-10 01:00";"0,000";"2,58";"17,5";"1,75";"17,2"
"2024-07-10 02:00";"0,000";"1,59";"17,8";"1,76";"14,7"
"2024-07-10 03:00";"0,000";"1,6";"18,3";"1,73";"16,1"
"2024-07-10 04:00";"0,000";"1,47";"18,6";"1,63";"16,6"
"2024-07-10 05:00";"0,000";"0,77";"18,8";"0,63";"15,1"
"2024-07-10 06:00";"0,1";"0,54";"18,7";"0,16";"16,1"
"2024-07-10 07:00";"0,25";"0,88";"19,3";"0,000";"18,5"
"2024-07-10 08:00";"3,48";"0,01";"20,1";"0,000";"20,000"
"2024-07-10 09:00";"10,56";"0,000";"22,000";"0,21";"19,9"
"2024-07-10 10:00";"17,18";"0,000";"24,5";"0,01";"21,000"
"2024-07-10 11:00";"20,47";"0,000";"25,6";"3,6";"22,2"
"2024-07-10 12:00";"17,63";"0,09";"26,000";"2,48";"22,2"
"2024-07-10 13:00";"1,39";"0,29";"25,9";"4,07";"21,8"
"2024-07-10 14:00";"2,48";"0,05";"21,000";"3,73";"19,4"
"2024-07-10 15:00";"0,24";"1,3";"20,8";"3,13";"16,000"
"2024-07-10 16:00";"2,58";"0,27";"20,8";"1,64";"15,9"
"2024-07-10 17:00";"8,29";"0,000";"21,000";"3,68";"17,3"
"2024-07-10 18:00";"7,04";"0,02";"21,5";"5,03";"18,9"
"2024-07-10 19:00";"0,02";"11,35";"21,3";"9,63";"17,8"
"2024-07-10 20:00";"0,000";"8,85";"20,6";"2,75";"17,3"
"2024-07-10 21:00";"0,000";"6,03";"19,4";"1,55";"16,4"
"2024-07-10 22:00";"0,000";"5,07";"19,4";"2,88";"14,7"
"2024-07-10 23:00";"0,000";"5,03";"18,000";"5,29";"13,000"
"2024-07-11 00:00";"0,000";"8,36";"16,9";"5,3";"11,8"
"2024-07-11 01:00";"0,000";"8,67";"16,1";"5,29";"11,3"
"2024-07-11 02:00";"0,000";"8,73";"15,8";"5,3";"10,9"
"2024-07-11 03:00";"0,000";"7,27";"15,5";"5,3";"10,4"
"2024-07-11 04:00";"0,000";"5,13";"15,1";"5,23";"10,1"
"2024-07-11 05:00";"0,000";"4,54";"15,000";"1,98";"9,4"
"2024-07-11 06:00";"0,000";"2,17";"15,3";"0,23";"8,5"
"2024-07-11 07:00";"1,46";"0,29";"16,4";"0,000";"10,2"
"2024-07-11 08:00";"3,17";"0,49";"17,8";"0,02";"11,3"
"2024-07-11 09:00";"1,81";"4,09";"18,6";"0,04";"11,7"
"2024-07-11 10:00";"0,35";"5,31";"17,9";"0,14";"15,9"
"2024-07-11 11:00";"2,53";"0,02";"17,8";"0,000";"19,1"
"2024-07-11 12:00";"6,5";"0,61";"17,9";"0,000";"20,5"
"2024-07-11 13:00";"0,17";"2,66";"18,4";"0,1";"21,000"
"2024-07-11 14:00";"1,52";"3,62";"17,8";"0,03";"21,000"
"2024-07-11 15:00";"0,98";"5,49";"16,4";"0,000";"23,1"
"2024-07-11 16:00";"1,55";"3,78";"16,8";"0,000";"24,000"
"2024-07-11 17:00";"0,66";"9,42";"16,9";"0,000";"24,000"
"2024-07-11 18:00";"0,73";"10,48";"18,3";"0,14";"23,8"
"2024-07-11 19:00";"0,14";"9,61";"19,7";"0,71";"22,5"
"2024-07-11 20:00";"0,000";"9,41";"20,3";"2,25";"21,1"
"2024-07-11 21:00";"0,000";"16,01";"18,6";"1,01";"19,6"
"2024-07-11 22:00";"0,000";"10,57";"16,8";"1,67";"18,4"
"2024-07-11 23:00";"0,000";"8,95";"15,9";"2,49";"17,9"
"2024-07-12 00:00";"0,000";"8,71";"14,9";"1,83";"17,7"
"2024-07-12 01:00";"0,000";"8,67";"14,4";"1,69";"17,3"
